NAME,ADDRESS1,CITY,STATE,ZIPCODE,COUNTRY,LAT,LON,PHONE
Desert Rose Golf Course,5483 Club House Dr,Las Vegas,NV,89142,USA,36.1383,-115.0357,(702) 431-4653
Eagle Crest Golf Course,2203 Thomas w Ryan Blvd,Las Vegas,NV,89134,USA,36.2119,-115.2962,(702) 233-3096
Highland Falls Golf Course at Sun City,10201 Sun City Blvd,Las Vegas,NV,89134,USA,36.2119,-115.2962,(702) 254-7010
Las Vegas Country Club,3000 Joe w Brown Dr,Las Vegas,NV,89109,USA,36.1265,-115.1527,(702) 734-1122
Las Vegas Golf Club,4300 W Washington Ave,Las Vegas,NV,89107,USA,36.1701,-115.2087,(702) 646-3003
Las Vegas National Golf Course,1911 E Desert Inn Rd,Las Vegas,NV,89169,USA,,,(702) 796-0013
Nu-Wav Kaiv Snow Mountain Course at Las Vegas Paiute Resort,10325 Nu Wav Kaiv Blvd,Las Vegas,NV,89124,USA,35.8437,-115.1341,(800) 711-2833
Los Prados Golf Course,5150 Los Prados Cir,Las Vegas,NV,89130,USA,36.2559,-115.2282,(702) 645-5696
"Legacy Golf Club, The",130 Par Excellence Dr,Henderson,NV,89074,USA,36.0415,-115.0685,(702) 897-2187
Painted Desert Golf Club,5555 Painted Mirage Rd,Las Vegas,NV,89149,USA,36.2747,-115.3045,(702) 645-2568
Palm Valley Golf Club - Sun City Summerlin,9201 Del Webb Blvd,Las Vegas,NV,89134,USA,36.2119,-115.2962,(702) 363-4373
Red Rock Country Club,2250 Red Springs Dr,Las Vegas,NV,89135,USA,36.1889,-115.1218,(702) 360-5959
Rhodes Ranch Country Club,20 Rhodes Ranch Pkwy,Las Vegas,NV,89148,USA,36.0993,-115.2838,(702) 740-4114
Royal Links Golf Club,5995 Vegas Valley Dr,Las Vegas,NV,89122,USA,36.095,-115.0222,(702) 450-8123
Siena Golf Club,10575 Siena Monte Ave,Las Vegas,NV,89135,USA,36.1889,-115.1218,(702) 341-9200
Desert/Valley Course at SilverStone Golf Club,8317 Mt Geneva Ct,Las Vegas,NV,89131,USA,36.2913,-115.2383,(702) 562-3770
Southern Highlands Golf Club,1 Robert Trent Jones St,Las Vegas,NV,89141,USA,35.9915,-115.2077,(702) 263-1000
Canyon/Lakes Course at Spanish Trail Country Club,5050 Spanish Trail Ln,Las Vegas,NV,89113,USA,36.0606,-115.2959,(702) 364-0357
Stallion Mountain Country Club,5500 E Flamingo Rd,Las Vegas,NV,89122,USA,36.095,-115.0222,(702) 456-3160
TPC at Summerlin,1700 Village Center Cir,Las Vegas,NV,89134,USA,36.2119,-115.2962,(702) 256-0222
TPC at The Canyons,9851 Canyon Run Dr,Las Vegas,NV,89144,USA,36.1852,-115.306,(702) 256-2500
Emerald River Golf Course,1155 W Casino Dr,Laughlin,NV,89029,USA,35.2118,-114.7146,(702) 298-0061
Mojave Resort Golf Club,9905 Aha Macav Pkwy,Laughlin,NV,89029,USA,35.2118,-114.7146,(702) 535-4653
Casablanca Resort & Casino,950 W Mesquite Blvd,Mesquite,NV,89027,USA,36.8002,-114.0795,(888) 711-4653
Oasis Course at Oasis Golf Club,851 Oasis Blvd,Mesquite,NV,89027,USA,36.8002,-114.0795,(888) 367-3386
Palms Golf Course,711 Palm Cove Ct,Mesquite,NV,89027,USA,36.8002,-114.0795,(800) 621-0187
Wolf Creek Golf Course,403 Paradise Pkwy,Mesquite,NV,89027,USA,36.8002,-114.0795,(702) 345-6702
Mount Charleston Alpine Resort Golf Club,1 Kyle Canyon Rd,Mt Charleston,NV,89124,USA,35.8437,-115.1341,(702) 872-4653
Eagle / Falcon Course at Sunrise Vista Golf Course,2841 Kinley Dr,Nellis AFB,NV,89191,USA,36.2388,-115.0426,(702) 652-2602
Craig Ranch Golf Course,628 W Craig Rd,North Las Vegas,NV,89031,USA,36.2779,-115.1473,(702) 642-9700
North Las Vegas Golf Course,324 E Brooks Ave,North Las Vegas,NV,89030,USA,36.2132,-115.1197,(702) 633-1833
Shadow Creek Golf Course,3 Shadow Creek Dr,North Las Vegas,NV,89031,USA,36.2779,-115.1473,(702) 399-7111
Calvada Executive Course,1471 Mt Charleston Dr,Pahrump,NV,89048,USA,36.184,-116.002,(775) 727-6388
Mountain Falls Golf Club,5001 Fox Ave,Pahrump,NV,89061,USA,36.1038,-115.9342,(775) 537-6553
Willow Creek Golf Course,1500 Red Butte St,Pahrump,NV,89048,USA,36.184,-116.002,(775) 727-4653
Desert Course at Primm Valley Golf Club,I-15 Stateline CA/NV Border,Jean,NV,89019,USA,35.8439,-115.4755,(702) 679-5509
The Challenge Course at ArrowCreek Golf Club,10391 Tewa Ct,Reno,NV,89511,USA,39.3905,-119.8071,(775) 850-4653
Brookside Municipal Golf Course,700 S Rock Blvd,Reno,NV,89502,USA,39.4944,-119.7469,(775) 856-6009
Hidden Valley Country Club,3575 E Hidden Valley Dr,Reno,NV,89502,USA,39.4944,-119.7469,(775) 857-4742
Lake Ridge Golf Course,1200 Razor Back Rd,Reno,NV,89519,USA,39.4758033,-119.8125015,(775) 825-2200
Montreux Golf & Country Club,18000 Bordeaux Dr,Reno,NV,89511,USA,39.3905,-119.8071,(775) 849-9496
Northgate Golf Club,1111 Club House Dr,Reno,NV,89523,USA,39.5383,-119.9385,(775) 747-7577
Rosewood Lakes Golf Course,6800 Pembroke Dr,Reno,NV,89502,USA,39.4944,-119.7469,(775) 857-2892
Somersett Country Club,2019 Championship Trail,Reno,NV,89523,USA,39.5383,-119.9385,(775) 787-1800
Sierra Sage Golf Course,6355 Silver Lake Rd,Reno,NV,89506,USA,39.7378,-119.889,(775) 972-1564
Washoe Golf Course,2601 S Arlington Ave,Reno,NV,89505,USA,39.5267,-119.804,(775) 828-6640
Wolf Run Golf Club at Fieldcreek Ranch,1400 Wolf Run Rd,Reno,NV,89511,USA,39.3905,-119.8071,(775) 851-3301
Round Mountain Golf Club,Electrum Dr,Round Mountain,NV,89045,USA,38.8172,-117.2249,(775) 377-2880
D'Andrea Golf & Country Club,2351 N D Andrea Pkwy,Sparks,NV,89434,USA,39.5403,-119.6729,(775) 331-6363
Hills Course at Red Hawk Golf Club At Wingfield Springs,6600 N Wingfield Pkwy,Sparks,NV,89436,USA,39.6125,-119.6648,(775) 626-6000
Red Rock Country Club,2250 Grove Springs Dr,Sparks,NV,89436,USA,39.6125,-119.6648,(702) 360-5959
One Course at Wildcreek Golf Course,3500 Sullivan Ln,Sparks,NV,89431,USA,39.5386,-119.7498,(775) 673-3100
Spring Creek Golf Course,701 Fairway Blvd,Spring Creek,NV,89815,USA,40.5527,-115.5774,(775) 753-6331
Edgewood Tahoe Golf Course,180 Lake Pkwy,Stateline,NV,89449,USA,38.9569,-119.8991,(775) 588-3566
Thunder Canyon Country Club,19 Lightning w Ranch Rd,New Washoe City,NV,89704,USA,39.2925,-119.7848,(775) 884-4597
Toana Vista Golf Course,2319 Pueblo Blvd,West Wendover,NV,89883,USA,40.7438,-114.1348,(800) 852-4330
Winnemucca Municipal Golf Course,1395 Mizpah St,Winnemucca,NV,89445,USA,41.1353,-118.1862,(775) 623-9920
Hunewill's Mason Valley Country Club,111 Nevada 208,Yerington,NV,89447,USA,38.8785,-119.0968,(775) 463-3300
Amherst Country Club,72 Ponemah Rd,Amherst,NH,3031,USA,42.8705,-71.6074,(603) 673-9908
Buckmeadow Golf Club,New Hampshire 101A,Amherst,NH,3031,USA,42.8705,-71.6074,(603) 673-7077
Atkinson Country Club & Resort,19 Providence Hill Rd,Atkinson,NH,3811,USA,42.8379,-71.1618,(603) 362-5681
Nippo Lake Golf Club,550 Province Rd,Barrington,NH,3825,USA,43.2039,-71.0483,(603) 664-7616
Manchester Country Club,180 S River Rd,Bedford,NH,3110,USA,42.9407,-71.5309,(603) 623-8270
Bethlehem Country Club,1901 Main St,Bethlehem,NH,3574,USA,44.2523,-71.5913,(603) 869-5745
Maplewood Casino & Country Club,Main St,Bethlehem,NH,3574,USA,44.2523,-71.5913,(877) 869-3335
Mount Pleasant Course at Mount Washington Hotel & Resort,U.S. 302,Bretton Woods system,NH,3575,USA,44.2582,-71.4419,(603) 278-4653
Candia Woods Golf Links,313 Old Candia Rd,Candia,NH,3034,USA,43.0594,-71.3094,(603) 483-2307
Indian Mound Golf Club,New Hampshire 16,Center Ossipee,NH,3814,USA,43.7644,-71.128,(603) 539-7733
Claremont Country Club,Maple Ave,Claremont,NH,3743,USA,43.3506,-72.3252,(603) 542-9550
Colebrook Country Club,New Hampshire 26,Colebrook,NH,3576,USA,44.8906,-71.3771,(603) 237-5566
Beaver Meadow Golf Club,1 Beaver Meadow Dr,Concord,NH,3301,USA,43.248,-71.5112,(603) 228-8954
Concord Country Club,Country Club Ln,Concord,NH,3301,USA,43.248,-71.5112,(603) 228-8936
Hoodkroft Country Club,121 E Broadway,Derry,NH,3038,USA,42.8895,-71.2818,(603) 434-0651
"Coashaukee Course at Balsams Grand Resort Hotel, The",Route 26,Dixville Notch,NH,3576,USA,44.8906,-71.3771,(603) 255-4961
Cochecho Country Club,Gulf Rd,Dover,NH,3820,USA,43.2027,-70.8909,(603) 742-8580
Dublin Lake Golf Club,Old Marlborough Rd,Dublin,NH,3444,USA,42.8936,-72.072,(603) 563-8559
Countryside Golf Club,20 Country Club Rd,Dunbarton,NH,3046,USA,43.1097,-71.5993,(603) 774-5031
18-hole Course at Apple Hill Golf Club,69 E Rd,East Kingston,NH,3827,USA,42.9089,-70.979,(603) 642-4414
Exeter Country Club,58 Jady Hill Ave,Exeter,NH,3833,USA,42.9832,-70.9915,(603) 772-4752
Farmington Country Club,Henry Wilson Hwy,Farmington,NH,3835,USA,43.3883,-71.062,(603) 755-2412
Crotched Mountain Golf Resort,740 2nd New Hampshire Turnpike N,Francestown,NH,3043,USA,42.9972,-71.8154,(603) 588-2923
Mojalaki Golf Club,4653 Prospect St,Franklin,NH,3235,USA,43.4435,-71.6697,(603) 934-3033
Mojalaki Golf Club,321 Prospect St,Franklin,NH,3235,USA,43.4435,-71.6697,(603) 935-3033
"Golf Course at Bolduc Park, The",282 Gilford Ave,Gilford,NH,3249,USA,43.5518,-71.3905,(603) 524-1370
Eastman Golf Links,Club House Ln,Grantham,NH,3753,USA,43.5175,-72.1505,(603) 863-4500
Breakfast Hill Golf Club,339 Breakfast Hill Rd,Greenland,NH,3840,USA,43.0323,-70.8422,(603) 436-5001
Hanover Country Club,Rope Ferry Rd,Hanover,NH,3755,USA,43.7256,-72.2368,(603) 646-2000
Angus Lea Golf & Tennis Club,126 W Main St,Hillsborough,NH,3244,USA,43.1281,-71.9266,(603) 464-5404
Highland Links Golf Club,Mt Prospect Rd,Holderness,NH,3245,USA,43.7278,-71.5895,(603) 536-3452
Duston Country Club,40 Country Club Rd,Contoocook,NH,3229,USA,43.2205,-71.6996,(603) 746-4234
Prairie Course at Green Meadow Golf Club,59 Steele Rd,Hudson,NH,3051,USA,42.7645,-71.4065,(603) 889-1555
Eagle Mountain Golf Course,Carter Notch Rd,Jackson,NH,3846,USA,44.1988,-71.233,(603) 383-9111
North Course at Bretwood Golf Course,E Surry Rd,Keene,NH,3431,USA,42.9764,-72.2744,(603) 352-7626
Keene Country Club,755 W Hill Rd,Keene,NH,3431,USA,42.9764,-72.2744,(603) 352-9722
Kingston Fairways Golf Club,65 New Hampshire 107,Kingston,NH,3848,USA,42.9158,-71.0677,(603) 642-7722
Laconia Country Club,607 Elm St,Laconia,NH,3246,USA,43.567,-71.4823,(603) 524-1273
Lakeview Golf Club,Ladd Hill Rd,Belmont,NH,3220,USA,43.4594,-71.484,(603) 524-2220
Carter Country Club,257 Mechanic St,Lebanon,NH,3766,USA,43.6309,-72.225,(603) 448-4483
Lisbon Village Country Club,Bishop Rd,Lisbon,NH,3585,USA,44.2344,-71.9186,(603) 838-6004
Londonderry Country Club,56 Kimball Rd,Londonderry,NH,3053,USA,42.8794,-71.3877,(603) 432-9789
Loudon Country Club,653 New Hampshire 106,Loudon,NH,3307,USA,43.3083,-71.4468,(603) 783-3372
Derryfield Country Club,625 N Mammoth Rd,Manchester,NH,3104,USA,43.0089,-71.4405,(603) 669-0235
Intervale Country Club,1491 Front St,Manchester,NH,3102,USA,43.0067,-71.4926,(603) 647-6811
Bald Peak Colony Club,Route 109,Melvin Village,NH,3850,USA,43.6887,-71.3049,(603) 544-2511
Kona Mansion Inn,Moultonboro Neck Rd,Moultonborough,NH,3254,USA,43.7525,-71.3598,(603) 253-4900
Nashua Country Club,Fairway St,Nashua,NH,3060,USA,42.737,-71.4488,(603) 888-9858
Lake Winnipesaukee Golf Club,1 Lake Winnipesaukee Drive,New Durham,NH,3855,USA,43.4642,-71.1426,(603) 569-3055
Lake Sunapee Country Club,Country Club Ln,New London,NH,3257,USA,43.4164,-71.9863,(603) 526-6440
Newport Golf Club,Unity Rd,Newport,NH,3773,USA,43.3489,-72.2102,(603) 863-7787
Hale's Location Country Club,Old West Side Rd,North Conway,NH,3860,USA,44.0406,-71.0915,(603) 356-2140
North Conway Country Club,Norcross Cir,North Conway,NH,3860,USA,44.0406,-71.0915,(603) 356-9391
Country Club of New Hampshire,Keasarge Rd,North Sutton,NH,3260,USA,43.3636,-71.94,(603) 927-4246
Monadnock Country Club,49 High St,Peterborough,NH,3458,USA,42.8756,-71.9378,(603) 924-7769
Abenaqui Country Club,731 Central Rd,Rye,NH,3871,USA,42.9768,-70.7664,(603) 964-5335
Campbell's Scottish Highlands Golf Course,79 Brady Ave,Salem,NH,3079,USA,42.7902,-71.2199,(603) 894-4653
Den Brae Golf Club,80 Prescott Rd,Sanbornton,NH,3269,USA,43.5445,-71.6261,(603) 934-9818
Lochmere Golf & Country Club,U.S. 3,Tilton,NH,3276,USA,43.4812,-71.5745,(603) 528-4653
Hooper Golf Club,Prospect Hill Rd,Walpole,NH,3608,USA,43.0717,-72.4054,(603) 756-4080
Fore-U Golf Center,298 N Plainfield Rd,Lebanon,NH,3766,USA,43.6309,-72.225,(603) 298-9702
Mountain View Golf Course,Mountain View Rd,Whitefield,NH,3598,USA,44.3374,-71.528,(603) 837-2100
Applewood Golf Links,55 Range Rd,Windham,NH,3087,USA,42.8079,-71.2995,(603) 898-6793
Bill Flynn's Windham Country Club,1 Country Club Rd,Windham,NH,3087,USA,42.8079,-71.2995,(603) 434-2093
Kingswood Golf Club,Route 28 S Main,Wolfeboro,NH,3894,USA,43.6057,-71.1496,(603) 569-3569
Jack O'Lantern Golf Resort,Route 3,Woodstock,NH,3293,USA,43.9778,-71.6858,(603) 745-3636
Desert Lakes Golf Course,2351 Hamilton Rd,Alamogordo,NM,88310,USA,32.7929,-106.161,(505) 437-0290
Albuquerque Country Club,601 Laguna Blvd SW,Albuquerque,NM,87104,USA,35.1038,-106.6752,(505) 243-7156
Championship Course at Arroyo del Oso Golf Course,7001 Osuna Rd NE,Albuquerque,NM,87109,USA,35.1531,-106.5756,(505) 884-7505
Championship Course at the U of New Mexico,3601 University Blvd SE,Albuquerque,NM,87106,USA,35.0525,-106.616,(505) 277-4546
Four Hills Country Club,911 4 Hills Rd SE,Albuquerque,NM,87123,USA,35.0653,-106.4737,(505) 296-1122
Lakes/Arroyo Course at Isleta Eagle Golf Course,4001 New Mexico 47,Albuquerque,NM,87105,USA,34.9856,-106.6292,(505) 869-0950
Championship Course at Ladera Golf Course,3401 Ladera Dr NW,Albuquerque,NM,87120,USA,35.0761,-106.8089,(505) 836-4449
Executive Course at Los Altos Golf Course,9717 Copper Ave NE,Albuquerque,NM,87123,USA,35.0653,-106.4737,(505) 298-1897
Paradise Hills Golf Club,10035 Country Club Ln NW,Albuquerque,NM,87114,USA,35.1989,-106.7032,(505) 898-7001
Puerto Del Sol Golf Course,1800 Girard Blvd SE,Albuquerque,NM,87106,USA,35.0525,-106.616,(505) 265-5636
Acoma/Sandia Course at Tanoan Country Club,10801 Academy Rd NE,Albuquerque,NM,87111,USA,35.132,-106.4862,(505) 822-0433
Tijeras Arroyo Golf Course,Kirtland AFB,Albuquerque,NM,87117,USA,35.0565,-106.559,(505) 846-1169
University of New Mexico - North Course,2201 Tucker Ave NE,Albuquerque,NM,87106,USA,35.0525,-106.616,(505) 277-4146
Alto Lakes Golf & Country Club,1 Alto Dr,Ruidoso,NM,88312,USA,33.4009,-105.6675,(505) 336-4231
Angel Fire Resort,Angel Fire Airport (AXX),Angel Fire,NM,87710,USA,36.4207,-105.3219,(505) 377-3055
Anthony Country Club,2100 O'Hara Rd,Anthony,NM,88021,USA,32.025,-106.6305,(505) 882-2723
Dos Lagos Golf Course,1150 Duffer Ln,Anthony,NM,88021,USA,32.025,-106.6305,(505) 882-2830
Hidden Valley Country Club,29 Road 3025,Aztec,NM,87410,USA,36.928,-107.9967,(505) 334-2021
Tierra Del Sol Country Club,1000 Golf Course Rd,Belen,NM,87002,USA,34.5756,-106.5882,(505) 865-5056
Cheena/Star Course at Santa Ana Golf Club,288 Prairie Star Rd,Bernalillo,NM,87004,USA,35.4078,-106.8201,(505) 867-9464
Whispering Winds Golf Club,105 Forest Dr,Cannon AFB,NM,88103,USA,34.4026,-103.3193,(505) 784-2800
Championship Course at Lake Carlsbad Golf Course,901 Muscatel Ave,Carlsbad,NM,88220,USA,32.3187,-104.4298,(505) 885-5444
Riverside Country Club,1700 W Orchard Ln,Carlsbad,NM,88220,USA,32.3187,-104.4298,(505) 885-4253
Clayton Golf Club,Air Park Rd SE,Albuquerque,NM,87106,USA,35.0525,-106.616,(505) 374-9957
"Lodge Golf Course, The",1 Corona Pl,Cloudcroft,NM,88317,USA,32.3644,-105.6589,(505) 682-2098
Ponderosa Pines Golf Course,878 Cox Canyon Rd,Cloudcroft,NM,88317,USA,32.3644,-105.6589,(505) 682-2995
Par 3 Course at Clovis Municipal Golf Course,1200 N Norris St,Clovis,NM,88101,USA,34.5173,-103.2534,(505) 769-7871
Par 3 Course at Colonial Park Country Club,1300 Colonial Pkwy,Clovis,NM,88101,USA,34.5173,-103.2534,(505) 762-4775
Conchas Dam Golf Course,S of the Conchas Dam,Conchas,NM,88416,USA,35.3736,-104.1706,(505) 868-2988
Rio Mimbres Country Club,E Motel Dr,Deming,NM,88030,USA,32.1825,-107.7499,(505) 546-9481
Oasis Golf Resort,1 Country Club Rd,Elephant Butte,NM,87901,USA,33.1866,-106.8454,(800) 657-9198
Black Mesa Golf Club,115 New Mexico 399,Espanola,NM,87532,USA,35.9775,-106.1582,(505) 747-8946
Eunice Municipal Golf Course,Carlsbad Hwy,Eunice,NM,88231,USA,32.4479,-103.2191,(505) 394-2881
Civitan Golf Course,2200 N Dustin Ave,Farmington,NM,87401,USA,36.3443,-108.1449,(505) 599-1194
Pinon Hills Golf Course,2101 Sunrise Pkwy,Farmington,NM,87401,USA,36.3443,-108.1449,(505) 326-6066
San Juan Country Club,5775 Country Club Dr,Farmington,NM,87402,USA,36.7798,-108.1462,(505) 327-4451
Gallup Municipal Golf Course,1109 Susan Ave,Gallup,NM,87301,USA,35.4315,-108.7243,(505) 863-9224
Coyote del Malpais Golf Course,2001 Camino del Coyote,Grants,NM,87020,USA,35.2644,-107.7333,(505) 285-5544
Zuni Mountain Golf Course,1525 Horizon Blvd,Milan,NM,87020,USA,35.2644,-107.7333,(505) 287-9239
Hobbs Country Club,Carlsbad Hwy W,Hobbs,NM,88240,USA,32.6132,-103.3269,(505) 393-5212
Ocotillo Park Golf Course,N Lovington Hwy,Hobbs,NM,88240,USA,32.6132,-103.3269,(505) 397-9297
Apache Mesa Golf Course,151 W Gate Ave,Holloman AFB,NM,88330,USA,32.8386,-106.1196,(505) 475-3574
Jal Country Club,N 3rd St,Jal,NM,88252,USA,32.2207,-103.425,(505) 395-2330
Riverview Golf Course,Hillcrest Rd,Kirtland,NM,87417,USA,36.7435,-108.3338,(505) 598-0140
Las Cruces Country Club,2700 N Main St,Las Cruces,NM,88001,USA,32.6621,-106.6414,(505) 526-8731
Picacho Hills Country Club,6861 Via Campestre,Las Cruces,NM,88007,USA,32.3733,-106.845,(505) 523-2556
Sonoma Ranch Golf Club,1274 Golf Course Rd,Las Cruces,NM,88011,USA,32.2687,-106.6262,(505) 521-1818
New Mexico Highlands University Golf Course,Mills Ave,Las Vegas,NM,87701,USA,35.5292,-104.9279,(505) 425-7711
Los Alamos Golf Course,4250 Diamond Dr,Los Alamos,NM,87544,USA,35.8375,-106.349,(505) 662-8139
Lovington Country Club,Hwy 70,Lovington,NM,88260,USA,32.9094,-103.4796,
Inn of the Mountain Gods,Carrizo Canyon Rd,Mescalero,NM,88340,USA,33.1783,-105.6121,(800) 446-2963
Portales Country Club,S Floyd Hwy,Portales,NM,88130,USA,34.1669,-103.2665,(505) 356-8943
Taos Country Club,New Mexico 570,Ranchos de Taos,NM,87557,USA,36.2692,-105.5432,(505) 758-7300
Raton Country Club & Municipal Golf Course,510 Country Club Rd,Raton,NM,87740,USA,36.7885,-104.4527,(505) 445-8113
Red Eagle Golf Course,New Mexico 38,Red River,NM,87558,USA,36.7124,-105.4035,(334) 687-8003
Sarazen/Muirhead Course at Chamisa Hills Country Club,500 Country Club Dr SE,Rio Rancho,NM,87124,USA,35.2385,-106.6685,(505) 892-8440
Pendaries Golf & Country Club,1 Country Club Dr,Rociada,NM,87742,USA,35.8214,-105.3332,(505) 425-6018
Roswell Country Club,Rural Route 4 2601 Urton,Roswell,NM,88201,USA,33.4293,-104.519,(505) 622-2050
Spring River Golf Course,1612 W 8th St,Roswell,NM,88201,USA,33.4293,-104.519,(505) 622-9506
Cree Meadows Country Club,301 Country Club Dr,Ruidoso,NM,88345,USA,33.3909,-105.6341,(505) 257-5815
Innsbrook Village Country Club,103 Innsbrook Dr,Ruidoso,NM,88345,USA,33.3909,-105.6341,(505) 258-3589
"Links at Sierra Blanca, The",105 Sierra Blanca Dr,Ruidoso,NM,88345,USA,33.3909,-105.6341,(505) 258-5330
Paa-Ko Ridge Golf Club,1 Club House Dr,Sandia Park,NM,87047,USA,35.2081,-106.3094,(505) 281-6000
"Twin Warriors Golf Club at Hyatt Tamaya, The",1300 Tuyuna Trail,Bernalillo,NM,87004,USA,35.4078,-106.8201,(505) 771-6155
Sunrise Course at Las Campanas,132 Clubhouse Dr,Santa Fe,NM,87506,USA,35.5849,-106.0215,(505) 995-3535
Links de Santa Fe,"Marty Sanchez Links De Santafe, 205 Caja Del Rio",Santa Fe,NM,87507,USA,35.6633,-106.0167,(505) 955-4400
Quail Run Golf Course,3101 Old Pecos Trail,Santa Fe,NM,87505,USA,35.6483,-105.9717,(505) 986-2255
Santa Fe Country Club,Airport Rd,Santa Fe,NM,87505,USA,35.6483,-105.9717,(505) 471-0601
Towa Golf Resort,47 Towa Golf Rd,Santa Fe,NM,87506,USA,35.5849,-106.0215,(505) 455-9000
Silver City Golf Club,720 Fairway Dr,Silver City,NM,88061,USA,33.0124,-108.2868,(505) 538-5041
New Mexico Tech Golf Course,1 Canyon Rd,Socorro,NM,87801,USA,33.8946,-106.5652,(505) 835-5335
Timberon Golf & Country Club,1 Cloud Country West Rd,Cloudcroft,NM,88317,USA,32.3644,-105.6589,(505) 987-2260
Truth Or Consequences Municipal Golf Course,685 W Marie Ave,Truth or Consequences,NM,87901,USA,33.1866,-106.8454,(505) 894-2603
Tucumcari Municipal Golf Course,Old Hwy 66,Tucumcari,NM,88401,USA,35.0485,-103.7548,(505) 461-1849
White Sands Golf Course,US White Sands Missile Range,White Sands,NM,88002,USA,32.2605,-106.4715,(505) 678-1759
Bay Course at Marriott's Seaview Country Club Resort,401 S New York Rd,Absecon,NJ,8201,USA,39.4315,-74.5003,(609) 748-7680
Holly Hills Golf Club,374 Alloway Friesburg Rd,Bridgeton,NJ,8302,USA,39.4433,-75.2554,(856) 935-2412
Montammy Golf Club,Route 9 W,Alpine,NJ,7620,USA,40.9645,-73.924,(201) 768-9016
Tamcrest Country Club,Montammy Dr,Cresskill,NJ,7620,USA,40.9645,-73.924,(201) 767-4610
Beacon Hill Country Club,8 Beacon Hill Rd,Atlantic Highlands,NJ,7716,USA,40.4046,-74.0304,(732) 291-3344
Basking Ridge Country Club,185 Madisonville Rd,Basking Ridge,NJ,7920,USA,40.6763,-74.5643,(908) 766-8209
New Jersey National Golf Club,579 Allen Rd,Basking Ridge,NJ,7920,USA,40.6763,-74.5643,(908) 781-9400
Cedar Creek Golf Course,Forest Hills Pkwy,Bayville,NJ,8721,USA,39.9119,-74.2096,(732) 269-4460
"Trump National Golf Club, Bedminster",567 Lamington Rd,Bedminster,NJ,7921,USA,40.6595,-74.6788,(908) 470-4400
B. L. England Recreation Center & Golf Course,900 N Shore Rd,Marmora,NJ,8223,USA,39.2675,-74.6627,(609) 390-0472
"Mattawang Golf Club, The",303 Township Line Rd,Belle Mead,NJ,8502,USA,40.464,-74.6439,(908) 281-0778
Hendricks Field Golf Course,240 S Franklin Ave,Belleville,NJ,7109,USA,40.7949,-74.1623,(973) 751-0178
Apple Mountain Golf & Country Club,369 Hazen Oxford Rd,Belvidere,NJ,7823,USA,40.8345,-75.0376,(908) 453-3023
Somerset Hills Country Club,180 Mine Mt Rd,Bernardsville,NJ,7924,USA,40.7273,-74.5913,(908) 766-0044
Valleybrook Golf Club,200 Golfview Dr,Blackwood,NJ,8012,USA,39.778,-75.0552,(856) 227-3171
Blair Academy Golf Course,900 Park St,Blairstown,NJ,7825,USA,40.9812,-74.9611,(908) 362-6218
Forest Hill Field Club,9 Belleville Ave,Bloomfield,NJ,7109,USA,40.7949,-74.1623,(973) 743-1255
Ocean County Golf Course at Forge Pond,301 Chambers Bridge Rd,Brick Township,NJ,8723,USA,40.0399,-74.1255,(732) 920-8899
Green Knoll Golf Course,587 Garretson Rd,Bridgewater Township,NJ,8807,USA,40.5945,-74.6244,(908) 722-1301
Raritan Valley Country Club,747 New Jersey 28,Bridgewater Township,NJ,8869,USA,40.5726,-74.6423,(908) 722-2000
Manasquan River Golf Club,843 Riverview Dr,Brielle,NJ,8730,USA,40.1068,-74.0644,(732) 528-9678
"Links At Brigantine Beach, The",1075 N Shore Dr,Brigantine,NJ,8203,USA,39.4065,-74.3772,(609) 266-1388
Falcon Creek Golf Course,2003 W 3rd St,Trenton,NJ,8641,USA,40.0288,-74.5883,(609) 724-3330
Lake Lackawanna Golf Course,Reis Ave,Stanhope,NJ,7874,USA,40.9272,-74.7032,(973) 448-1313
Avalon Golf Club,1510 U.S. 9,Cape May Court House,NJ,8210,USA,39.1108,-74.8241,(609) 465-4389
Stone Harbor Golf Club,Route 9 N,Cape May Court House,NJ,8210,USA,39.1108,-74.8241,(609) 465-9270
Wildwood Golf & Country Club,1170 Golf Club Rd,Cape May Court House,NJ,8210,USA,39.1108,-74.8241,(609) 465-7823
Sakima Country Club,383 Shell Rd,Carneys Point,NJ,8069,USA,39.6981,-75.4502,(856) 299-0201
Fairmount Country Club,400 Sern Blvd,Chatham,NJ,7928,USA,40.7265,-74.4156,(973) 377-8901
Merchantville Country Club,501 Chapel Ave W,Cherry Hill,NJ,8002,USA,39.9312,-75.0244,(856) 662-5356
Woodcrest Country Club,300 E Evesham Rd,Cherry Hill,NJ,8003,USA,39.883,-74.9719,(856) 428-1243
Hyatt Hills Golf Course,1300 Raritan Rd,Clark,NJ,7016,USA,40.6566,-74.3039,(732) 669-9100
Oak Ridge Golf Course,136 Oak Ridge Rd,Clark,NJ,7066,USA,40.6209,-74.3117,(732) 574-0139
The East/West Course at Upper Montclair Country Club,177 Hepburn Rd,Clifton,NJ,7012,USA,40.8469,-74.1593,(973) 777-5178
East Course at Blue Heron Pines Golf Club,550 Country Club Dr,Egg Harbor City,NJ,8215,USA,39.5436,-74.5919,(609) 965-4653
Colonia Country Club,300 Colonia Blvd,Colonia,NJ,7067,USA,40.5928,-74.3153,(732) 381-9500
